1-30-2009	16.5
1-31-2009	15.3
02-01-2009	15.2
02-02-2009	22.8
02-03-2009	49.8
02-04-2009	29.8
02-05-2009	38.1
02-06-2009	313
02-07-2009	289
02-08-2009	180
02-09-2009	117
02-10-2009	75.3
02-11-2009	47.9
02-12-2009	36.2
2-13-2009	28.2
2-14-2009	20.2
2-15-2009	18
2-16-2009	16.9
2-17-2009	16.9
2-18-2009	16
2-19-2009	15.8
2-20-2009	16.6
2-21-2009	15.9
2-22-2009	16.1
2-23-2009	16.3
2-24-2009	16.3
2-25-2009	16.1
2-26-2009	16.3
2-27-2009	15.7
2-28-2009	16
03-01-2009	15.8
03-02-2009	16.1
03-03-2009	16.1
03-04-2009	16
03-05-2009	24.2
03-06-2009	20.9
03-07-2009	17.4
03-08-2009	17
03-09-2009	17.2
03-10-2009	16.8
03-11-2009	16.7
03-12-2009	16.7
3-13-2009	16.3
3-14-2009	16.7
3-15-2009	20.4
3-16-2009	29
3-17-2009	25.4
3-18-2009	26
3-19-2009	30.4
3-20-2009	24.4
3-21-2009	17.7
3-22-2009	16.9
3-23-2009	16.8
3-24-2009	16.7
3-25-2009	16.6
3-26-2009	16.7
3-27-2009	16.9
3-28-2009	16.3
3-29-2009	30.7
3-30-2009	56.5
3-31-2009	36.2
04-01-2009	45
04-02-2009	97.4
04-03-2009	84.5
04-04-2009	56.1
04-05-2009	47.7
04-06-2009	44.5
04-07-2009	44.5
04-08-2009	39.2
04-09-2009	35.8
04-10-2009	37
04-11-2009	40.5
04-12-2009	34.9
4-13-2009	34.2
4-14-2009	39.1
4-15-2009	37.8
4-16-2009	103
4-17-2009	133
4-18-2009	82.7
4-19-2009	54.1
4-20-2009	47
4-21-2009	46
4-22-2009	49.6
4-23-2009	62
4-24-2009	59.3
4-25-2009	47.3
4-26-2009	72.3
4-27-2009	201
4-28-2009	204
4-29-2009	150
4-30-2009	118
05-01-2009	101
05-02-2009	99.1
05-03-2009	102
05-04-2009	105
05-05-2009	111
05-06-2009	126
05-07-2009	128
05-08-2009	115
05-09-2009	113
05-10-2009	111
05-11-2009	103
05-12-2009	115
5-13-2009	138
5-14-2009	155
5-15-2009	168
5-16-2009	155
5-17-2009	165
5-18-2009	136
5-19-2009	137
5-20-2009	150
5-21-2009	178
5-22-2009	211
5-23-2009	203
5-24-2009	209
5-25-2009	190
5-26-2009	179
5-27-2009	155
5-28-2009	140
5-29-2009	138
5-30-2009	143
5-31-2009	153
06-01-2009	182
06-02-2009	140
06-03-2009	118
06-04-2009	119
06-05-2009	121
06-06-2009	111
06-07-2009	107
06-08-2009	98.4
06-09-2009	91.7
06-10-2009	80.3
06-11-2009	62.2
06-12-2009	78.4
6-13-2009	121
6-14-2009	99.6
6-15-2009	79
6-16-2009	104
6-17-2009	90.3
6-18-2009	64.1
6-19-2009	59.9
6-20-2009	57.6
6-21-2009	54.5
6-22-2009	42.2
6-23-2009	32.9
6-30-2009	48.7
07-01-2009	91.8
07-02-2009	106
07-03-2009	40
07-04-2009	32.9
